Unnamed: 0,Unnamed: 0.1,article_id,author,content,date,division,highlight,is_new,last_date,lead,media_desc,media_src,media_type,title,url
,,24846643,Michalina Bednarek,,2019-01-06 10:30:00,,,True,,"Przyszli małżonkowie, których córka zaciska szczękę, aż zęby zgrzytają, pani Renata, bo jej palce u nóg narastają na siebie, i Barbara, choć nie wierzy, a za nimi też ja. Nie zdążyłam otworzyć ust, a on już mi masował podbrzusze.",,,,"Kolejka do bioenergoterapeuty. Taki ma dar, że ludzie przychodzą i wkładają pieniądze","http://katowice.wyborcza.pl/katowice/7,35055,24846643,kolejka-do-bioenergoterapeuty-taki-ma-dar-ze-ludzie-przychodza.html"
,,24850277,Anna Gorczyca,,2019-01-06 08:48:00,,,True,,"Eurowybory 2019. Pełnomocnik Komitetu Wyborczego PiS Krzysztof Sobolewski powiadomił PKW, że w czasie kampanii wyborczej na profilu Elżbiety Łukacijewskiej pojawiła się reklama sponsorowana przez Europejską Partię Ludową. Sobolewski nie wyklucza, że...",,,,Eurowybory 2019. PiS donosi na Elżbietę Łukacijewską do Państwowej Komisji Wyborczej,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,24850277,pis-donosi-na-elzbiete-lukacijewska-do-panstwowej-komisji-wyborczej.html"
,,24846925,Beata Maciejewska,,2019-01-06 08:45:00,,,True,,"Uważam, iż kardynał Gulbinowicz powinien sam oddać honorowe obywatelstwo Wrocławia, chociażby ze względu na szacunek do pokrzywdzonych. A później wyjaśnić całą sprawę - mówi Władysław Frasyniuk.",,,,"Frasyniuk: Kardynał Gulbinowicz, jak cały Kościół, się pogubił. Powinien sam oddać honorowe obywatelstwo Wrocławia","http://wroclaw.wyborcza.pl/wroclaw/7,35771,24846925,pedofilia-w-koscielefrasyniuk-kard-gulbinowicz-jak-caly-kosciol.html"
,,24850052,Maciej Sandecki,,2019-01-06 06:11:00,,,True,,"Przed ECS stanął w piątek okrągły stół, nowy mebel miejski, który będzie miejscem debat przez najbliższe 11 dni Święta Wolności i Solidarności w Gdańsku. Program obchodów jest niezwykle bogaty. W dniach 1-4 czerwca komunikacja miejska w Gdańsku...",,,,"Przed ECS stanął okrągły stół, nowy mebel miejski na obchody 4 czerwca. Nie będzie na nich prezydenta Dudy","http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24850052,przed-ecs-stanal-okragly-stol-nowy-mebel-miejski-na-obchody.html"
,,24849237,Dorota Oczak-Stach,,2019-01-06 06:46:00,,,True,,"Ponad pół tysiąca kilometrów wzdłuż Nysy Łużyckiej i Odry w 10 dni. Takie wyzwanie podjęli biegacze amatorzy, by w akcji ""Przekraczając granice"", zebrać pieniądze na rehabilitację chłopaka ze złamanym kręgosłupem. Dziś (w sobotę) mają dotrzeć do...",,,,Więcej niż maraton dziennie. Graniczny bieg dla sparaliżowanego rolkarza,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24849237,wiecej-niz-maraton-dziennie-graniczny-bieg-dla-sparalizowanego.html"
,,24850493,Tomasz Ulanowski,,2019-01-06 07:35:00,,,True,,"Jeśli przegapiliście najciekawsze ""zwierzęce"" doniesienie naukowe tego tygodnia, to teraz macie okazję to nadrobić.",,,,Tak wygląda matriarchat. Chcielibyście w nim żyć?,"http://wyborcza.pl/7,75400,24850493,tak-wyglada-matriarchat-chcielibyscie-w-nim-zyc.html"
,,24850613,Paweł Matys  Kolonia,,2019-01-06 07:30:00,,,True,,"PGE Vive Kielce po raz czwarty zagra w Final Four Ligi Mistrzów. W Kolonii nie będzie faworytem, ale w najważniejszych klubowych rozgrywkach piłki ręcznej to niewiele znaczy",,,,PGE Vive Kielce w Final Four Ligi Mistrzów. Znów chcą zaskoczyć faworytów,"http://wyborcza.pl/7,154903,24850613,pge-vive-kielce-w-final-four-ligi-mistrzow-znow-chca-zaskoczyc.html"
,,24850963,Maciej Orłowski,,2019-01-06 07:12:00,,,True,,"W urzędzie miejskim w Virginia Beach w stanie Wirginia doszło do strzelaniny. Co najmniej 12 osób nie żyje, a cztery zostały ranne - poinformowała miejscowa policja. Funkcjonariusze zabili sprawcę na miejscu. Był nim ""niezadowolony"" pracownik urzędu.",,,,USA: Strzelanina w Virginia Beach. Co najmniej 12 osób nie żyje,"http://wyborcza.pl/7,75399,24850963,usa-strzelanina-w-virginia-beach-12-osob-nie-zyje.html"
,,24850528,Dariusz Wołowski  Madryt,,2019-01-06 07:00:00,,,True,,Na scenie Wanda Metropolitano w Madrycie wobec milionów ludzi na świecie Jürgen Klopp i Mauricio Pochettino przedstawią dziś własną wizję futbolu. Wynik przyzna rację tylko jednemu z nich. Stawką tytuł najlepszej drużyny Europy.,,,,"Finał Ligi Mistrzów. Liverpool kontra Tottenham, czyli wojna burzy z polotem","http://wyborcza.pl/7,154903,24850528,final-ligi-mistrzow-liverpool-kontra-tottenham-czyli-wojna.html"
,,24848768,Rafał Maszewski  klimatolog,,2019-01-06 06:00:00,,,True,,"Pogoda w weekend 1 i 2 czerwca 2019 r. W sobotę będzie ciepło i słonecznie, choć w centrum, na południu i wschodzie może chwilami popadać deszcz. W niedzielę na zachodzie zrobi się już nawet upalnie - ok. 29 stopni. W pozostałych regionach będzie...",,,,Pogoda w weekend 1 i 2 czerwca 2019 r. Będą upały,"http://wyborcza.pl/TylkoZdrowie/7,157387,24848768,pogoda-w-weekend-1-i-2-czerwca-2019-r.html"
,,24835078,Adriana Rozwadowska,,2019-01-06 05:44:00,,,True,,"Pracownicy mieli wskazywać ludziki na zdjęciach dla Google'a. Nie wiedzieli, że ich praca służy szkoleniu dronów strzelających do ludzi na Bliskim Wschodzie. Cyfrowi giganci uwłaszczają się na kolektywnym intelekcie ludzkości - mówi ekonomista Jan...",,,,Spółki cyfrowe żerują na naszej pracy i nie dają wiele w zamian. Jak powstrzymać Facebooka i Google'a?,"http://wyborcza.pl/7,155287,24835078,spolki-cyfrowe-zeruja-na-naszej-pracy-i-nie-daja-wiele-w-zamian.html"
,,24845678,Michał Kokot  Kijów,,2019-01-06 05:02:00,,,True,,Zaprzysiężony przed niespełna dwoma tygodniami nowy prezydent Wołodymyr Zełenski wciąż pozostaje zagadką. Czy satyryk bez doświadczenia politycznego będzie umiał - i chciał - rozprawić się z osłabiającą kraj oligarchią?,,,,Czy Zełenski naprawi Ukrainę? Na reformy czeka Unia Europejska,"http://wyborcza.pl/7,75399,24845678,czy-zelenski-naprawi-ukraine-unia-europejska-czeka-na-reformy.html"
